name,id_game,quote,effect,unlock,image,quality,pool,item_quality,extension
Tech X,5.100.395,Laser ring tears,Tears are replaced with laser rings that pierce through enemies and deal damage to enemies within them. Can be charged to increase the effectiveness of the ring.,Unlocked,imagenes3,4,Crane GameTreasure RoomTreasure Room,,afterbirth
The Wiz,5.100.358,Double wiz shot!,"Grants spectral tears. Tears simultaneously fire out of both eyes diagonally, similar to the effect of the R U a Wizard? pill.",Unlocked,imagenes3,0,Treasure RoomTreasure Room,,afterbirth
Toxic Shock,5.100.350,Mass poison,"Upon entering a room, poisons all enemies, dealing double Isaac's tear damage. Killing enemies leaves a small, short-lasting pool of green creep on the ground.",Unlocked,imagenes3,3,Treasure Room,,afterbirth
Tractor Beam,5.100.397,Controlled tears,"Isaac emits a beam from his face that his tears are bound to.  Increases Tears, Range, and Shot Speed.  Increases Fire Rate, Range, and Shot Speed.",Unlocked,imagenes3,3,Crane GameTreasure RoomTreasure Room,,afterbirth
Zodiac,5.100.392,The heavens will change you,Gives Isaac a random zodiac item effect that changes every floor.,Defeat Ultra Greed as  The Lost,imagenes3,1,Treasure RoomTreasure Room,,afterbirth
7 Seals,5.100.526,Lil harbingers!,Spawns a random Harbinger familiar that changes every 10 seconds. Harbingers have different behaviors and spawn themed Locusts.,Defeat all 5 Harbingers,imagenes3,2,Angel RoomDevil RoomAngel RoomDevil Room,,afterbirthplus
Acid Baby,5.100.491,Pills pills pills!,"Spawns a familiar that drops a random pill every 3 rooms. Upon using a pill, all enemies in the room are poisoned.",Unlocked,imagenes3,2,Devil BeggarBaby ShopTreasure Room,,afterbirthplus
Adrenaline,5.100.493,Panic = power,Increases damage based on how many empty Red Heart containers Isaac has.,Unlocked,imagenes3,2,Devil BeggarTreasure RoomTreasure Room,,afterbirthplus
Analog Stick,5.100.465,360 tears!,+0.35 tears up. Allows Isaac to fire tears diagonally.,Unlocked,imagenes3,2,Crane GameTreasure RoomTreasure Room,,afterbirthplus
Angelic Prism,5.100.528,Eclipsed by the moon,Spawns an orbital familiar with a large orbital radius. Tears that pass through the prism split into four multi-colored tears.,Defeat an Angel 10 times,imagenes3,3,Angel RoomAngel Room,,afterbirthplus
Angry Fly,5.100.511,He's violent,Spawns a fly familiar that orbits around a random enemy and deals 30 damage per second to enemies it comes in contact with.,Become Beelzebub,imagenes3,1,Baby ShopUltra Secret RoomTreasure Room,,afterbirthplus
Apple!,5.100.443,Trick or treat?,+0.3 tears. Adds a chance to fire a razor blade that deals 4x Isaac's damage.,Unlocked,imagenes3,3,Ultra Secret RoomTreasure RoomTreasure Room,,afterbirthplus
Backstabber,5.100.506,Watch your back!,Isaac's tears deal double damage and inflict bleeding on enemies if they're facing away from Isaac.,Unlocked,imagenes3,3,Devil RoomUltra Secret RoomTreasure RoomDevil RoomTreasure Room,,afterbirthplus
Belly Button,5.100.458,What's in there?,Drops a random trinket. Grants a second trinket slot.,Unlocked,imagenes3,2,BossTreasure RoomBossTreasure Room,,afterbirthplus
Big Chubby,5.100.473,Chub chub,"Spawns a familiar that follows Isaac and charges across the room when Isaac fires, blocking shots and dealing 40.5 damage per second on contact.",Unlocked,imagenes3,1,Baby ShopTreasure RoomTreasure Room,,afterbirthplus
Blanket,5.100.535,You feel Safe,"Grants one   Soul Heart. Upon entering a boss room, grants a shield that blocks one hit, then disappears.",Sleep in 10 beds,imagenes3,2,ShopShop,,afterbirthplus
Bloodshot Eye,5.100.509,Bloody friend,Spawns an orbital  familiar that deals 30 damage per second and fires a randomly angled tear every 2 seconds.,Unlocked,imagenes3,1,Baby ShopTreasure RoomTreasure Room,,afterbirthplus
Bozo,5.100.513,Party time!,"+0.1 flat damage, grants a   Soul Heart. Enemies can randomly become briefly charmed or feared. Taking damage has a chance to spawn a   Rainbow Poop.",Destroy 5 rainbow poops,imagenes3,2,Treasure RoomTreasure Room,,afterbirthplus
Brittle Bones,5.100.549,Everything hurts,"Replaces all  Red Heart Containers with 6 empty  Bone Hearts.  Upon losing a Bone Heart, Isaac fires bones in 8 directions and permanently gains a tears up.  Upon losing a Bone Heart, Isaac fires bones in 8 directions and permanently gains a fire rate up.",Defeat The Lamb as  The Forgotten,imagenes3,3,Treasure RoomTreasure Room,,afterbirthplus
Broken Modem,5.100.514,Lag!,"Enemies, enemy shots, tears, and pickups will briefly freeze in place at random intervals.",Complete 7 Daily Challenges (by touching the trophy at the end),imagenes3,3,ShopTreasure Room,,afterbirthplus
Broken Shovel 2,5.100.551,It feels cursed,One of two parts necessary to create  Mom's Shovel. No effect if somehow obtained on its own.,,imagenes3,4,,,afterbirthplus
Buddy in a Box,5.100.518,What could it be?!,Spawns a familiar with a random tear effect. The familiar is randomized at the start of each floor.,Pick up 5 familiars in a single run,imagenes3,2,Baby ShopCrane GameShopShop,,afterbirthplus
Camo Undies,5.100.497,Camo kid,"Isaac becomes camouflaged at the beginning of each room. Until he shoots, all non-boss enemies will be confused.  Isaac gains +0.5 Speed while camouflaged, and gains Tears and Damage upon breaking it.",Unlocked,imagenes3,3,Treasure RoomTreasure Room,,afterbirthplus
Compound Fracture,5.100.453,Bone tears!,"Increases Range. Tears turn into bones, which shatter into 1-3 bone shards upon hitting an enemy or obstacle.",Defeat Delirium as  Lazarus,imagenes3,3,Treasure RoomTreasure Room,,afterbirthplus
Cone Head,5.100.457,Hard headed!,Grants a   Soul Heart. Gives Isaac a chance to ignore any damage taken.,Unlocked,imagenes3,2,Treasure RoomTreasure Room,,afterbirthplus
Contagion,5.100.466,Outbreak!,The first enemy killed in a room explodes and poisons nearby enemies. Poisoned enemies will also explode upon death.,Unlocked,imagenes3,2,Ultra Secret RoomTreasure RoomTreasure Room,,afterbirthplus
Dad's Lost Coin,5.100.455,I remember this...,"+1.5 range, +1 tear falling speed. Drops a Lucky Penny.+2.5 range. Drops a Lucky Penny.",Defeat Ultra Greedier as  The Lost,imagenes3,1,Golden ChestOld ChestBeggarBossBoss,,afterbirthplus
Dad's Ring,5.100.546,Father's blessing,Creates a ring of light around Isaac that petrifies enemies in contact.,Defeat Ultra Greedier as  The Forgotten,imagenes3,3,Old ChestSecret RoomSecret Room,,afterbirthplus
Dark Prince's Crown,5.100.442,Loss is power,"When at exactly one   Red Heart, increases tears, range, tear falling speed, and shot speed. When at exactly one   Red Heart, increases fire rate, range, and shot speed.",Defeat Delirium as  Azazel,imagenes3,1,Curse RoomDevil RoomCurse RoomDevil Room,,afterbirthplus
Dead Tooth,5.100.446,Toxic breath,"While firing, Isaac gains a green aura that poisons nearby enemies.",Unlocked,imagenes3,1,Treasure RoomTreasure Room,,afterbirthplus
Death's List,5.100.530,Just hope you're not next...,Grants a pickup or stat upgrade if all enemies in a room are killed in the order they are marked.,Take 25 Deals with the Devil,imagenes3,2,Devil Room,,afterbirthplus
Depression,5.100.469,:(,Spawns a familiar that leaves a trail of creep that damages enemies at 6 damage per second. Has a chance to spawn damaging beams of light onto enemies that touch the cloud.,Unlocked,imagenes3,1,Treasure RoomTreasure Room,,afterbirthplus
Divorce Papers,5.100.547,Tears up + you feel empty,"Grants one   Bone Heart, +0.7 tears, spawns a  Mysterious Paper.",Complete the Boss Rush as  The Forgotten,imagenes3,3,Old ChestBoss,,afterbirthplus
Dog Tooth,5.100.445,Bark at the moon!,"+0.3 damage, +0.1 speed. Plays a howl or bark sound when entering a room with undiscovered  Secret Rooms or  Crawl Spaces.",Unlocked,imagenes3,2,Treasure RoomTreasure Room,,afterbirthplus
Duality,5.100.498,You feel very balanced,"Whenever a  Devil Room or  Angel Room would spawn after defeating a boss, both rooms spawn. Only one can be entered.",Defeat Ultra Greedier as  Lilith,imagenes3,1,Angel RoomDevil Room,,afterbirthplus
Eucharist,5.100.499,Peace be with you,"An  Angel Room door will always spawn after every boss fight, excluding the first floor and floors after  Womb II/ Utero II/ Scarred Womb II.",Defeat Delirium as  Magdalene,imagenes3,3,Angel RoomAngel Room,,afterbirthplus
Euthanasia,5.100.496,Needle shot,"Adds a chance to fire needles that instantly kill basic enemies and deal triple damage to bosses. If a needle kills an enemy, it bursts into more tears/needles.",Defeat Delirium as  Lilith,imagenes3,3,Curse RoomDevil BeggarTreasure RoomCurse RoomTreasure Room,,afterbirthplus
Eye of Belial,5.100.462,Possessed tears!,"Grants piercing tears. After piercing one enemy, tears start homing and deal double damage.",Defeat Ultra Greedier as  Judas,imagenes3,3,Ultra Secret RoomDevil RoomDevil Room,,afterbirthplus
Eye of Greed,5.100.450,Gold tears!,"Every 20 tears, Isaac loses 1  Penny and shoots an additional gold tear that petrifies enemies and turns them into gold. Any enemy killed while in this state will drop coins.",Defeat Ultra Greedier as  Keeper,imagenes3,2,Secret RoomSecret RoomTreasure Room,,afterbirthplus
Fast Bombs,5.100.517,Rapid bomb drops,"+7   Bombs. Removes the delay between bomb placements, allowing them to be placed rapidly.  Bombs will no longer knock each other away.",Defeat Little Horn 20 times,imagenes3,1,Bomb BumTreasure Room,,afterbirthplus
Finger!,5.100.467,Watch where you point that!,"Spawns a finger familiar that points at enemies, dealing scaling damage.",Unlocked,imagenes3,1,Treasure RoomTreasure Room,,afterbirthplus
Flat Stone,5.100.540,Skipping tears,"Tears bounce off the floor, creating splashes. Splashes deal 25% of Isaac's tear damage to all enemies in a small area.",Acquire Rubber Cement 5 times,imagenes3,2,Treasure RoomTreasure Room,,afterbirthplus
Ghost Pepper,5.100.495,Flame tears,Gives a chance to shoot fires alongside tears that block enemy shots and deal damage to enemies that touch them.Gives a chance to shoot blue fires alongside tears that become smaller as they travel.,Unlocked,imagenes3,3,Treasure RoomTreasure Room,,afterbirthplus
Glaucoma,5.100.460,Blind tears!,Adds a chance to shoot tears that confuse enemies for an extremely long time.,Unlocked,imagenes3,1,Treasure RoomTreasure Room,,afterbirthplus
Glyph of Balance,5.100.464,A gift from above,Grants 2   Soul Hearts and modifies drops from Champion monsters based on certain conditions.  Also modifies room clear drops.,Defeat Ultra Greedier as  Magdalene,imagenes3,2,Angel RoomAngel Room,,afterbirthplus
Greed's Gullet,5.100.501,Money = health!,Grants a Red Heart container for every 25   Coins Isaac has.,Complete Pong (challenge #35),imagenes3,1,Secret RoomSecret Room,,afterbirthplus
Haemolacria,5.100.531,I'm seeing red...,"Tears are now fired in an arc. Upon hitting the floor, an obstacle, or an enemy, they burst into many smaller tears in all directions. Increases tear delay.",Acquire Blood Clot 10 times,imagenes3,4,Ultra Secret RoomTreasure RoomTreasure Room,,afterbirthplus
Hallowed Ground,5.100.543,Portable sanctuary,"Spawns a white poop familiar, which turns into a   White Poop when Isaac is hurt. White poop has an aura that increases tear fire rate and can block enemy shots.  The aura also increases damage by 20% and gives homing.",Defeat Hush as  The Forgotten,imagenes3,1,Angel RoomTreasure RoomAngel RoomTreasure Room,,afterbirthplus
Hushy,5.100.470,Lil hush!,"Spawns a   Hush familiar that bounces diagonally around the room and deals contact damage. While firing tears, it stops moving.",Defeat Hush as  Apollyon,imagenes3,0,Baby ShopTreasure RoomTreasure Room,,afterbirthplus
Jacob's Ladder,5.100.494,Electric tears,Tears fire sparks of electricity in random directions upon hitting an obstacle or enemy.,Unlocked,imagenes3,3,Battery BumCrane GameTreasure RoomTreasure Room,,afterbirthplus
Jaw Bone,5.100.548,Fetch!,"Spawns a familiar that flies through the room while firing, dealing a flat 7 contact damage to enemies and retrieving pickups.",Defeat ??? as  The Forgotten,imagenes3,1,Treasure RoomTreasure Room,,afterbirthplus
Jumper Cables,5.100.520,Bloody recharge,Grants an active item charge every 15 enemies killed.,"Pick up any 2 of the following items/trinkets in a single run: 9 Volt, The Battery, Car Battery, AAA Battery, and Watch Battery ( Any 2 items that have the 'battery' item tag)",imagenes3,3,Battery BumShopTreasure Room,,afterbirthplus
King Baby,5.100.472,Hail to the king baby,"Spawns a familiar that follows Isaac and makes other familiars follow it. While firing tears, other familiars stop moving.",Defeat Delirium as  ???,imagenes3,1,Baby ShopShopShop,,afterbirthplus
Lachryphagy,5.100.532,Feed them!,"Isaac's tears decelerate as they travel. Upon stopping or hitting an obstacle, they burst into 8 tears in all directions. Tears can be fired into other tears to feed them, increasing their damage.","Collect 10 ""Tears Up"" items or pills in one run",imagenes3,2,Treasure RoomTreasure Room,,afterbirthplus
Large Zit,5.100.502,Creep shots,Adds a chance to fire a creep shot that deals double damage and leaves a trail of slowing white creep.,Unlocked,imagenes3,1,Treasure RoomTreasure Room,,afterbirthplus
Lead Pencil,5.100.444,He's a bleeder!,"After every 15 tears fired, Isaac will fire a high-damage cluster of tears.",Unlocked,imagenes3,3,Crane GameGolden ChestTreasure RoomTreasure Room,,afterbirthplus
Leprosy,5.100.525,You're tearing me apart!,"Upon taking damage, grants a body part as an orbital, which blocks enemy shots and deals 7 damage per tick to enemies it comes in contact with. The orbitals will be destroyed if they take enough damage from enemies or enemy shots.",Beat Chapter 3 without taking damage,imagenes3,1,Treasure RoomTreasure Room,,afterbirthplus
Lil Delirium,5.100.519,Delirious friend,Grants a familiar that transforms into another random familiar every 10 seconds.,Defeat Delirium,imagenes3,2,Baby ShopAngel RoomDevil RoomDevil Room,,afterbirthplus
Lil Monstro,5.100.471,Ain't he cute?,Spawns a familiar that fires clusters of tears. Must be charged before shooting.,Unlocked,imagenes3,2,Baby ShopTreasure RoomTreasure Room,,afterbirthplus
Lil Spewer,5.100.537,Puking buddy,"Drops a random pill, and spawns a familiar that charges up and fires creep. Using pills changes the creep type.","Have Isaac die to his own explosion from Ipecac, Bob's Rotten Head, or a Horf! pill",imagenes3,1,Baby ShopTreasure RoomTreasure Room,,afterbirthplus
Linger Bean,5.100.447,Crying makes me toot,Constantly shooting causes Isaac to release gas clouds that can be pushed by his tears and damage nearby enemies.,Unlocked,imagenes3,0,BeggarTreasure RoomTreasure Room,,afterbirthplus
Little Horn,5.100.503,Big brother is watching,"Adds a chance to fire a piercing tear that instantly kills any enemy that it touches. Adds a chance to fire a tear that summons Big Horn's hand to crush the first enemy it hits, instantly killing monsters or greatly damaging bosses.",Unlocked,imagenes3,3,Devil RoomCurse RoomDevil BeggarCurse RoomDevil RoomTreasure Room,,afterbirthplus
Marbles,5.100.538,Choking hazard,"Spawns 3 random trinkets, 5% chance to swallow held trinket after taking damage, gaining its effect permanently.",Use 5 Gulp! pills in one run (Placebo uses count),imagenes3,2,Crane GameBoss,,afterbirthplus
Marrow,5.100.541,HP up?,Grants one   Bone Heart and spawns three   Red Hearts.,Defeat Mom's Heart or It Lives! on Hard mode as  The Forgotten,imagenes3,1,Ultra Secret RoomBoss,,afterbirthplus
Metal Plate,5.100.449,It itches...,Grants one   Soul Heart. Enemy shots have a chance to be reflected at the shooter as confusing tears.,Unlocked,imagenes3,1,Treasure RoomTreasure Room,,afterbirthplus
Midnight Snack,5.100.456,HP up,Grants one full Red Heart container.  Heals 1 additional   Red Heart.,Unlocked,imagenes3,1,Golden ChestBeggarBoss,,afterbirthplus
Mom's Razor,5.100.508,It's sharp!,"Spawns an orbiting razor that deals contact damage and inflicts bleeding on enemies, causing them to slowly take damage over time.",Unlocked,imagenes3,2,Curse RoomMom's ChestOld ChestTreasure RoomTreasure Room,,afterbirthplus
Mystery Egg,5.100.539,Sacrificial insemination,"Spawns an egg familiar, which cracks into a random friendly monster when Isaac is hurt. The egg regenerates upon entering a different room.",Spawn three charmed enemies in the same room,imagenes3,1,Treasure RoomTreasure Room,,afterbirthplus
Parasitoid,5.100.461,Egg tears!,Adds a chance to fire an egg sack which creates slowing creep and spawns a Blue Fly or Blue Spider upon hitting an enemy.,Unlocked,imagenes3,3,Treasure RoomTreasure Room,,afterbirthplus
Pointy Rib,5.100.544,Stabbing time,"Spawns a bone familiar that hovers back and forth in front of Isaac, dealing damage equal to Isaac's damage.",Defeat Satan as  The Forgotten,imagenes3,2,Treasure RoomTreasure Room,,afterbirthplus
Poke Go,5.100.505,Gotta catch em...,"Upon entering a room with enemies in it, has a chance to spawn a random friendly enemy that persists across rooms.",Unlocked,imagenes3,2,Crane GameShopShop,,afterbirthplus
Polydactyly,5.100.454,Hold me!,"Allows Isaac to carry two cards, pills, or any combination of both. Spawns one random card, rune, or pill.",Unlocked,imagenes3,2,BossTreasure RoomBossTreasure Room,,afterbirthplus
Pop!,5.100.529,Eyeball tears!,"Replaces Isaac's tears with eyeballs that can bounce off of each other. The eyeballs are not limited by range, and will instead dissipate when they stop moving or when hitting an enemy or obstacle.",Beat Chapter 4 without taking damage,imagenes3,1,Treasure RoomTreasure Room,,afterbirthplus
Sack of Sacks,5.100.500,Gives sacks,Spawns a familiar that drops a   Grab Bag every 5-6 rooms cleared.,Defeat Ultra Greedier as  Cain,imagenes3,3,Golden ChestShopSecret RoomSecret RoomShop,,afterbirthplus
Schoolbag,5.100.534,Extra active item room,Allows Isaac to hold two active items.,Enter 6 Shops in one run,imagenes3,3,Golden ChestShopShop,,afterbirthplus
Shade,5.100.468,It follows,"Spawns a shadow familiar that follows Isaac's movements on a 1 second delay and deals contact damage to enemies. After dealing enough damage, it is absorbed by Isaac and spawns friendly   Chargers.",Defeat Delirium as  Judas,imagenes3,0,Baby ShopCurse RoomDevil RoomCurse RoomDevil Room,,afterbirthplus
Shard of Glass,5.100.448,Blood and guts!,"Upon taking damage, Isaac has a chance to drop a full red heart, gain 5 range, and leave a trail of damaging red creep for the current room. Taking damage causes Isaac to bleed, spraying a volley of blood in the direction he fires. Bleeding will eventually damage him, but it can be stopped by picking up a   Red Heart.",Unlocked,imagenes3,1,Treasure RoomTreasure Room,,afterbirthplus
Sinus Infection,5.100.459,Booger tears!,Adds a chance to fire a booger that sticks to enemies and deals damage over time.,Unlocked,imagenes3,3,Treasure RoomTreasure Room,,afterbirthplus
Slipped Rib,5.100.542,Projectile shield,Spawns a bone familiar that circles around Isaac and reflects enemy shots.,Defeat Isaac as  The Forgotten,imagenes3,2,Treasure RoomTreasure Room,,afterbirthplus
Sulfuric Acid,5.100.463,Acid tears!,+0.3 damage. Adds a chance to fire acidic tears which can destroy obstacles.,Unlocked,imagenes3,2,Treasure RoomTreasure Room,,afterbirthplus
Tarot Cloth,5.100.451,I see the future,Drops a random card or rune.  Doubles the effects of most cards and runes.  Doubles the effects of tarot cards.,Unlocked,imagenes3,2,Crane GameCurse RoomShopCurse RoomDevil RoomShop,,afterbirthplus
Technology Zero,5.100.524,Static tears!,Connects Isaac's tears with electricity that can damage enemies.,Pick up any 2 technology items in a single run ( Any 2 items that have the 'tech' item tag),imagenes3,3,Crane GameTreasure RoomTreasure Room,,afterbirthplus
Trisagion,5.100.533,Smite thy enemy,Tears are replaced with piercing white blasts of light that can damage the same enemy multiple times.,Take 25 Angel Rooms items,imagenes3,3,Angel RoomAngel Room,,afterbirthplus
Varicose Veins,5.100.452,I'm leaking...,Taking damage releases a ring of 10 high damage tears.,Unlocked,imagenes3,1,Ultra Secret RoomTreasure RoomTreasure Room,,afterbirthplus
YO LISTEN!,5.100.492,Yo listen!,"+1 luck. Spawns a fairy familiar that points out  Secret Rooms,  Crawl Space entrances, and tinted rocks.",Unlocked,imagenes3,2,Baby ShopKey MasterTreasure Room,,afterbirthplus
120 Volt,5.100.559,Zap!,Repeatedly zaps enemies that are close to Isaac.,Unlocked,imagenes3,2,Battery BumTreasure RoomTreasure Room,,repentance
2Spooky,5.100.554,4me,Enemies near Isaac are afflicted with fear.,Unlocked,imagenes3,1,Devil RoomUltra Secret RoomDevil Room,,repentance
4.5 Volt,5.100.647,Beat the juice out of them!,"Active items don't charge when clearing rooms. Instead, they're charged by dealing damage to enemies.",Unlocked,imagenes3,2,Battery BumShopShop,,repentance
A Bar of Soap,5.100.564,Tears + shot speed up,Gives Isaac +0.5 Tears and +0.2 Shot Speed.,Unlocked,imagenes3,3,BossBoss,,repentance
A Pound of Flesh,5.100.672,Blood money,"Devil deals now cost   Coins,  Shop items now cost health, and consumables in shops are free but surrounded by spikes.",Defeat The Beast as  Cain,imagenes3,1,Devil BeggarDevil Room,,repentance
Act of Contrition,5.100.601,"Tears up, you feel forgiven",Increases tears and grants an   Eternal Heart. Allows  Angel Rooms to appear even if a Devil Deal has been taken before. Reduces the Devil/Angel room chance penalty for taking Red heart damage.,Unlocked,imagenes3,3,Angel RoomAngel Room,,repentance
Akeldama,5.100.641,Spill your guts,"While in an uncleared room, Isaac forms a trail of bloody tears that drags behind him, bursting and dealing damage upon contact with enemies.",Defeat Mother as  Judas,imagenes3,2,Treasure RoomTreasure Room,,repentance
Almond Milk,5.100.561,DMG down + tears up + you feel nutty,"Quadruples fire rate, with x0.3 damage multiplier. Tears are given random worm trinket effects.",Unlocked,imagenes3,1,Treasure RoomTreasure Room,,repentance
Astral Projection,5.100.677,The true out-of-body experience!,"Causes Isaac to turn into a ghost if he gets hit while in an uncleared room, giving him flight and spectral tears and blocking the next hit he takes.",Defeat The Beast as  Lazarus,imagenes3,2,Secret RoomTreasure RoomSecret RoomTreasure Room,,repentance
Azazel's Rage,5.100.699,Ancient power,"Isaac builds rage every time a room is cleared. After four rooms, fires a large Brimstone laser when entering the next room.",Defeat The Beast as  Tainted Azazel,imagenes3,2,Devil RoomDevil Room,,repentance
Battery Pack,5.100.603,Instant energy!,Recharges Isaac's currently held active item and drops 2-4 batteries.,Unlocked,imagenes3,0,Battery BumShopShop,,repentance
Belly Jelly,5.100.690,Bounce away!,"Causes enemies to bounce off of Isaac, dealing damage to them if they hit an enemy or obstacle. Also gives Isaac the chance to deflect enemy shots.",Defeat The Beast as  Tainted Magdalene,imagenes3,3,Treasure RoomTreasure Room,,repentance
Binge Eater,5.100.664,All you can eat,+1 Red Heart Container and fully heals Isaac. Item pedestals also offer a random food item. Picking up a food item temporarily grants +3.6 damage and permanently boosts 2 stats.,Unlocked,imagenes3,4,Secret RoomSecret Room,,repentance
Bird Cage,5.100.610,Fat buddy,"The first time Isaac takes damage in a room, a familiar leaps on an enemy, dealing damage and releasing a rock wave. For the rest of the room, it chases enemies similar to  Dead Bird.",Defeat Mother as  Eve,imagenes3,1,Baby ShopTreasure RoomTreasure Room,,repentance
Bird's Eye,5.100.616,It burns,Gives a chance to shoot fires alongside tears that block enemy shots and deal damage to enemies that touch them.,Unlocked,imagenes3,3,Treasure RoomUltra Secret RoomTreasure Room,,repentance
Birthright,5.100.619,???,Grants a character-specific effect that enhances their special abilities.,Defeat ??? as  Jacob and Esau,imagenes3,3,ShopShop,,repentance
Blood Bombs,5.100.614,Bloody blast + HP up,Grants a Red Heart container and restores 5 hearts. Bombs leave behind damaging red creep. Isaac can place   Bombs at the cost of half a heart if he doesn't have any.,Unlocked,imagenes3,2,Bomb BumTreasure RoomUltra Secret RoomTreasure Room,,repentance
Blood Oath,5.100.569,Bleed me dry,"Stabs Isaac at the beginning of each floor, draining his   Red Hearts. Increases damage and speed for the floor based on the amount drained.",Unlocked,imagenes3,1,Curse RoomDevil RoomCurse RoomDevil Room,,repentance
Blood Puppy,5.100.565,What a cute little thing!,"Spawns a familiar that chases enemies. After killing enough enemies, it becomes more powerful but will also try to hurt Isaac. Attacking it returns it to normal.",Defeat Mother as  Lilith,imagenes3,1,Curse RoomRed ChestTreasure RoomUltra Secret RoomCurse RoomTreasure Room,,repentance
Bloody Gust,5.100.695,May your rage bring haste,"The first 6 times Isaac takes damage on a given floor, he gains Speed and Fire Rate for the rest of the floor, up to a maximum of +1.02 and +3.00, respectively.",Defeat Mother as  Samson,imagenes3,2,Devil RoomTreasure RoomUltra Secret RoomDevil RoomTreasure Room,,repentance
Boiled Baby,5.100.607,Messy friend,Gives Isaac a familiar that fires chaotic bursts of tears in all directions.,Unlocked,imagenes3,1,Baby ShopTreasure RoomUltra Secret RoomTreasure Room,,repentance
Bone Spurs,5.100.683,Break your enemies,"Enemies spawn floating bones on death, which block shots and damage/repel enemies that touch them.",Defeat Mother as  The Forgotten,imagenes3,2,Treasure RoomTreasure Room,,repentance
Booster Pack,5.100.624,Collect them all!,Drops 5 random cards.,Unlocked,imagenes3,1,BossCrane GameShopBossShop,,repentance
Bot Fly,5.100.629,Defense drone,Spawns an orbiting fly familiar that fires shielded tears at incoming enemy projectiles.,Unlocked,imagenes3,3,Baby ShopCrane GameKey MasterTreasure RoomTreasure Room,,repentance
Brimstone Bombs,5.100.646,Demon blast +5 bombs,+5   Bombs. Bombs fire four  Brimstone lasers in the cardinal directions upon exploding.,"After breaking Hornfel's minecart, kill him before he can escape",imagenes3,2,Bomb BumDevil RoomDevil Room,,repentance
C Section,5.100.678,Fetus shots,Replaces tears with fetuses that chase down enemies and deal contact damage. Each shot requires a brief charge up.,Defeat The Beast as  Lilith,imagenes3,4,Treasure RoomUltra Secret RoomTreasure Room,,repentance
Candy Heart,5.100.671,Power of love,Gives Isaac a permanent stat boost whenever he heals with   Red Heart pickups.,Defeat The Beast as  Magdalene,imagenes3,1,Treasure RoomUltra Secret RoomTreasure Room,,repentance
Card Reading,5.100.660,A link to your future,"Spawns two portals at the beginning of each floor that each lead to either the  Boss Room,  Treasure Room, or  Secret Room.",Unlocked,imagenes3,3,Shop,,repentance
Consolation Prize,5.100.644,+1 to lowest stat,"Increases Isaac's lowest stat and drops either 3   Coins, 1   Bomb, or 1   Key depending on what Isaac has the least of.",Unlocked,imagenes3,1,BossCrane GameGolden ChestBoss,,repentance
Cracked Orb,5.100.675,Shards of knowledge,Unlocks doors and reveals a random room on the map when Isaac takes damage.,Defeat The Beast as  Eve,imagenes3,1,Secret RoomTreasure RoomTreasure Room,,repentance
Cube Baby,5.100.652,Kick it!,"Spawns an ice cube familiar that slides around when walked into. It slows and deals contact damage, freezing monsters it kills.",Unlocked,imagenes3,1,Treasure RoomTreasure Room,,repentance
Dad's Note,5.100.668,...,Sends Isaac on an Ascent toward  Home.,Unlocked,imagenes3,0,,,repentance
Dirty Mind,5.100.576,Filthy friends,Destroying poop spawns Dip Familiars that follow Isaac and damage enemies. Destroying different types of poop spawns different Dips with special effects.,Complete Scat Man (challenge #36),imagenes3,1,Shell GameTreasure RoomTreasure Room,,repentance
Divine Intervention,5.100.568,Double tap shield,Double tapping a fire key creates a shield that pushes away enemies and reflects enemy projectiles and lasers.,Defeat Hush as  Bethany,imagenes3,2,Angel RoomAngel Room,,repentance
Dogma,5.100.633,Ascended,"Grants flight, +2 damage, and increases speed to 1.1. Grants enough health to have 6 full hearts, if possible. Grants the Holy Mantle effect for the room it was obtained in. Automatically given to Isaac after defeating Dogma.",Unlocked,imagenes3,3,,,repentance
Dream Catcher,5.100.566,Sweet dreams,"During the transition between floors, Isaac's nightmare shows the contents of the  upcoming floor's  Treasure Room, as well as the floor's boss. Grants a   Half Soul Heart when entering a new floor.",Unlocked,imagenes3,2,ShopShop,,repentance
Echo Chamber,5.100.700,I can see see the future future future,"When Isaac uses a Card, Pill, or Rune, he also uses a copy of the previous three Cards/Pills/Runes he used after picking up Echo Chamber.",Defeat The Beast as  Tainted Apollyon,imagenes3,3,Secret RoomUltra Secret RoomSecret RoomShop,,repentance
Empty Heart,5.100.676,It multiplies,"If Isaac has one red heart or fewer at the beginning of a floor, he gains an empty red heart container.",Defeat The Beast as  Samson,imagenes3,1,Devil BeggarTreasure RoomTreasure Room,,repentance
Evil Charm,5.100.632,Luck up + you feel protected,"+2 luck. Provides immunity to burn, confusion, fear, and poison.",Unlocked,imagenes3,2,Secret RoomSecret Room,,repentance
Eye Drops,5.100.600,Tears up,"Increases the fire rate in Isaac's left eye, causing his eyes to fire at different rates.",Unlocked,imagenes3,3,BossBoss,,repentance
Eye of the Occult,5.100.572,DMG up + range up + controlled tears,"+1 damage, +2 range, -0.16 shot speed. Isaac's tears can be controlled mid-flight with tear controls.",Unlocked,imagenes3,3,Devil RoomUltra Secret RoomDevil Room,,repentance
Eye Sore,5.100.558,More eyes,Causes Isaac to occasionally fire extra tears in random directions while shooting.,Unlocked,imagenes3,1,Treasure RoomTreasure Room,,repentance
